,bus,period,charge,discharge,SOC
0,150_1,1,0.416666667,0.0,178.583333
1,150_1,2,0.416666667,0.0,179.0
2,150_1,3,0.416666667,0.0,179.416667
3,150_1,4,0.416666667,0.0,179.833333
4,150_1,5,0.416666667,0.0,180.25
5,150_1,6,0.416666667,0.0,180.666667
6,150_1,7,0.416666667,0.0,181.083333
7,150_1,8,0.416666667,0.0,181.5
8,150_1,9,0.416666667,0.0,181.916667
9,150_1,10,0.416666667,0.0,182.333333
10,150_1,11,0.416666667,0.0,182.75
11,150_1,12,0.416666667,0.0,183.166667
12,150_1,13,0.416666667,0.0,183.583333
13,150_1,14,0.416666667,0.0,184.0
14,150_1,15,0.416666667,0.0,184.416667
15,150_1,16,0.416666667,0.0,184.833333
16,150_1,17,0.416666667,0.0,185.25
17,150_1,18,0.416666667,0.0,185.666667
18,150_1,19,0.416666667,0.0,186.083333
19,150_1,20,0.416666667,0.0,186.5
20,150_1,21,0.416666667,0.0,186.916667
21,150_1,22,0.416666667,0.0,187.333333
22,150_1,23,0.416666667,0.0,187.75
23,150_1,24,0.416666667,0.0,188.166667
24,150_1,25,0.416666667,0.0,188.583333
25,150_1,26,0.416666667,0.0,189.0
26,150_1,27,0.416666667,0.0,189.416667
27,150_1,28,0.416666667,0.0,189.833333
28,150_1,29,0.416666667,0.0,190.25
29,150_1,30,0.416666667,0.0,190.666667
30,150_1,31,0.416666667,0.0,191.083333
31,150_1,32,0.416666667,0.0,191.5
32,150_1,33,0.416666667,0.0,191.916667
33,150_1,34,0.416666667,0.0,192.333333
34,150_1,35,0.416666667,0.0,192.75
35,150_1,36,0.416666667,0.0,193.166667
36,150_1,37,0.416666667,0.0,193.583333
37,150_1,38,0.416666667,0.0,194.0
38,150_1,39,0.416666667,0.0,194.416667
39,150_1,40,0.416666667,0.0,194.833333
40,150_1,41,0.416666667,0.0,195.25
41,150_1,42,0.416666667,0.0,195.666667
42,150_1,43,0.416666667,0.0,196.083333
43,150_1,44,0.416666667,0.0,196.5
44,150_1,45,0.416666667,0.0,196.916667
45,150_1,46,0.416666667,0.0,197.333333
46,150_1,47,0.416666667,0.0,197.75
47,150_1,48,0.416666667,0.0,198.166667
48,150_1,49,0.416666667,0.0,198.583333
49,150_1,50,0.416666667,0.0,199.0
50,150_1,51,0.416666667,0.0,199.416667
51,150_1,52,0.416666667,0.0,199.833333
52,150_1,53,0.0,0.0,199.583333
53,150_1,54,0.0,0.0,199.333333
54,150_1,55,0.0,0.0,199.083333
55,150_1,56,0.0,0.0,198.833333
56,150_1,57,0.0,0.0,198.583333
57,150_1,58,0.0,0.0,198.333333
58,150_1,59,0.0,0.0,198.083333
59,150_1,60,0.0,0.0,197.833333
60,150_1,61,0.0,0.0,197.583333
61,150_1,62,0.0,0.0,197.333333
62,150_1,63,0.0,0.0,197.083333
63,150_1,64,0.0,0.0,196.833333
64,150_1,65,0.0,0.0,196.583333
65,150_1,66,0.0,0.0,196.333333
66,150_1,67,0.0,0.0,196.083333
67,150_1,68,0.0,0.0,195.833333
68,150_1,69,0.0,0.0,195.583333
69,150_1,70,0.0,0.0,195.333333
70,150_1,71,0.0,0.0,195.083333
71,150_1,72,0.0,0.0,194.833333
72,150_1,73,0.0,0.0,194.583333
73,150_1,74,0.0,0.0,194.333333
74,150_1,75,0.0,0.0,194.083333
75,150_1,76,0.0,0.0,193.833333
76,150_1,77,0.0,0.0,193.583333
77,150_1,78,0.0,0.0,193.333333
78,150_1,79,0.0,0.0,193.083333
79,150_1,80,0.0,0.0,192.833333
80,150_1,81,0.0,0.0,192.583333
81,150_1,82,0.0,0.0,192.333333
82,150_1,83,0.0,0.0,192.083333
83,150_1,84,0.0,0.0,191.833333
84,150_1,85,0.0,0.0,191.583333
85,150_1,86,0.0,0.0,191.333333
86,150_1,87,0.0,0.0,191.083333
87,150_1,88,0.0,0.0,190.833333
88,150_1,89,0.0,0.0,190.583333
89,150_1,90,0.0,0.0,190.333333
90,150_1,91,0.0,0.0,190.083333
91,150_1,92,0.0,0.0,189.833333
92,150_1,93,0.0,0.0,189.583333
93,150_1,94,0.0,0.0,189.333333
94,150_1,95,0.0,0.0,189.083333
95,150_1,96,0.0,0.0,188.833333
96,150_1,97,0.0,0.0,188.583333
97,150_1,98,0.0,0.0,188.333333
98,150_1,99,0.0,0.0,188.083333
99,150_1,100,0.0,0.0,187.833333
100,150_1,101,0.0,0.0,187.583333
101,150_1,102,0.0,0.0,187.333333
102,150_1,103,0.416666667,0.0,187.75
103,150_1,104,0.416666667,0.0,188.166667
104,150_1,105,0.416666667,0.0,188.583333
105,150_1,106,0.416666667,0.0,189.0
106,150_1,107,0.416666667,0.0,189.416667
107,150_1,108,0.416666667,0.0,189.833333
108,150_1,109,0.0,0.416666667,189.416667
109,150_1,110,0.0,0.416666667,189.0
110,150_1,111,0.0,0.416666667,188.583333
111,150_1,112,0.0,0.416666667,188.166667
112,150_1,113,0.0,0.416666667,187.75
113,150_1,114,0.0,0.416666667,187.333333
114,150_1,115,0.0,0.416666667,186.916667
115,150_1,116,0.0,0.416666667,186.5
116,150_1,117,0.0,0.416666667,186.083333
117,150_1,118,0.0,0.416666667,185.666667
118,150_1,119,0.0,0.416666667,185.25
119,150_1,120,0.0,0.416666667,184.833333
120,150_1,121,0.0,0.416666667,184.416667
121,150_1,122,0.0,0.416666667,184.0
122,150_1,123,0.0,0.416666667,183.583333
123,150_1,124,0.0,0.416666667,183.166667
124,150_1,125,0.0,0.416666667,182.75
125,150_1,126,0.0,0.416666667,182.333333
126,150_1,127,0.0,0.416666667,181.916667
127,150_1,128,0.0,0.416666667,181.5
128,150_1,129,0.0,0.416666667,181.083333
129,150_1,130,0.0,0.416666667,180.666667
130,150_1,131,0.0,0.416666667,180.25
131,150_1,132,0.0,0.416666667,179.833333
132,150_1,133,0.0,0.416666667,179.416667
133,150_1,134,0.0,0.416666667,179.0
134,150_1,135,0.0,0.416666667,178.583333
135,150_1,136,0.0,0.416666667,178.166667
136,150_1,137,0.0,0.416666667,177.75
137,150_1,138,0.0,0.416666667,177.333333
138,150_1,139,0.0,0.416666667,176.916667
139,150_1,140,0.0,0.416666667,176.5
140,150_1,141,0.0,0.416666667,176.083333
141,150_1,142,0.0,0.416666667,175.666667
142,150_1,143,0.0,0.416666667,175.25
143,150_1,144,0.0,0.416666667,174.833333
144,150_1,145,0.416666667,0.0,175.25
145,150_1,146,0.416666667,0.0,175.666667
146,150_1,147,0.416666667,0.0,176.083333
147,150_1,148,0.416666667,0.0,176.5
148,150_1,149,0.416666667,0.0,176.916667
149,150_1,150,0.416666667,0.0,177.333333
150,150_1,151,0.416666667,0.0,177.75
151,150_1,152,0.416666667,0.0,178.166667
152,150_1,153,0.416666667,0.0,178.583333
153,150_1,154,0.416666667,0.0,179.0
154,150_1,155,0.0,0.0,179.0
155,150_1,156,0.0,0.0,179.0
156,150_1,157,0.0,0.0,179.0
157,150_1,158,0.0,0.0,179.0
158,150_1,159,0.0,0.0,179.0
159,150_1,160,0.0,0.0,179.0
160,150_1,161,0.0,0.0,179.0
161,150_1,162,0.0,0.0,179.0
162,150_1,163,0.0,0.0,179.0
163,150_1,164,0.0,0.0,179.0
164,150_1,165,0.0,0.0,179.0
165,150_1,166,0.0,0.0,179.0
166,150_1,167,0.0,0.0,179.0
167,150_1,168,0.0,0.0,179.0
168,150_1,169,0.0,0.0,179.0
169,150_1,170,0.0,0.0,179.0
170,150_1,171,0.0,0.0,179.0
171,150_1,172,0.0,0.0,179.0
172,150_1,173,0.0,0.0,179.0
173,150_1,174,0.0,0.0,179.0
174,150_1,175,0.0,0.0,179.0
175,150_1,176,0.0,0.0,179.0
176,150_1,177,0.0,0.0,179.0
177,150_1,178,0.0,0.0,179.0
178,150_1,179,0.0,0.0,179.0
179,150_1,180,0.0,0.0,179.0
180,150_1,181,0.0,0.416666667,178.583333
181,150_1,182,0.0,0.416666667,178.166667
182,150_1,183,0.0,0.416666667,177.75
183,150_1,184,0.0,0.416666667,177.333333
184,150_1,185,0.0,0.416666667,176.916667
185,150_1,186,0.0,0.416666667,176.5
186,150_1,187,0.0,0.208333333,176.291667
187,150_1,188,0.0,0.416666667,175.875
188,150_1,189,0.0,0.0,175.875
189,150_1,190,0.0,0.0,175.875
190,150_1,191,0.0,0.416666667,175.458333
191,150_1,192,0.0,0.0,175.458333
192,150_1,193,0.0,0.0,175.458333
193,150_1,194,0.0,0.0,175.458333
194,150_1,195,0.0,0.0,175.458333
195,150_1,196,0.0,0.0,175.458333
196,150_1,197,0.0,0.0,175.458333
197,150_1,198,0.0,0.0,175.458333
198,150_1,199,0.0,0.0,175.458333
199,150_1,200,0.0,0.0,175.458333
200,150_1,201,0.0,0.0,175.458333
201,150_1,202,0.0,0.0,175.208333
202,150_1,203,0.0,0.0,174.958333
203,150_1,204,0.0,0.0,174.708333
204,150_1,205,0.0,0.0,174.458333
205,150_1,206,0.0,0.0,174.208333
206,150_1,207,0.0,0.0,173.958333
207,150_1,208,0.0,0.0,173.708333
208,150_1,209,0.0,0.0,173.458333
209,150_1,210,0.0,0.0,173.208333
210,150_1,211,0.0,0.0,172.958333
211,150_1,212,0.0,0.0,172.708333
212,150_1,213,0.0,0.0,172.458333
213,150_1,214,0.0,0.0,172.208333
214,150_1,215,0.0,0.0,171.958333
215,150_1,216,0.0,0.0,171.708333
216,150_1,217,0.0,0.0,171.458333
217,150_1,218,0.0,0.0,171.208333
218,150_1,219,0.0,0.0,170.958333
219,150_1,220,0.0,0.0,170.708333
220,150_1,221,0.0,0.0,170.458333
221,150_1,222,0.0,0.0,170.208333
222,150_1,223,0.0,0.0,169.958333
223,150_1,224,0.0,0.0,169.708333
224,150_1,225,0.0,0.0,169.458333
225,150_1,226,0.0,0.0,169.208333
226,150_1,227,0.416666667,0.0,169.625
227,150_1,228,0.416666667,0.0,170.041667
228,150_1,229,0.416666667,0.0,170.458333
229,150_1,230,0.416666667,0.0,170.875
230,150_1,231,0.416666667,0.0,171.291667
231,150_1,232,0.416666667,0.0,171.708333
232,150_1,233,0.416666667,0.0,172.125
233,150_1,234,0.416666667,0.0,172.541667
234,150_1,235,0.416666667,0.0,172.958333
235,150_1,236,0.416666667,0.0,173.375
236,150_1,237,0.416666667,0.0,173.791667
237,150_1,238,0.416666667,0.0,174.208333
238,150_1,239,0.416666667,0.0,174.625
239,150_1,240,0.416666667,0.0,175.041667
240,150_1,241,0.416666667,0.0,175.458333
241,150_1,242,0.416666667,0.0,175.875
242,150_1,243,0.416666667,0.0,176.291667
243,150_1,244,0.416666667,0.0,176.708333
244,150_1,245,0.416666667,0.0,177.125
245,150_1,246,0.416666667,0.0,177.541667
246,150_1,247,0.416666667,0.0,177.958333
247,150_1,248,0.0,0.0,177.708333
248,150_1,249,0.0,0.0,177.458333
249,150_1,250,0.0,0.0,177.208333
250,150_1,251,0.0,0.0,176.958333
251,150_1,252,0.0,0.0,176.708333
252,150_1,253,0.0,0.0,176.458333
253,150_1,254,0.0,0.0,176.208333
254,150_1,255,0.0,0.0,175.958333
255,150_1,256,0.0,0.0,175.708333
256,150_1,257,0.0,0.0,175.458333
257,150_1,258,0.0,0.0,175.208333
258,150_1,259,0.0,0.0,174.958333
259,150_1,260,0.0,0.0,174.708333
260,150_1,261,0.0,0.0,174.458333
261,150_1,262,0.0,0.0,174.208333
262,150_1,263,0.0,0.0,173.958333
263,150_1,264,0.0,0.0,173.708333
264,150_1,265,0.0,0.0,173.458333
265,150_1,266,0.0,0.0,173.208333
266,150_1,267,0.0,0.0,172.958333
267,150_1,268,0.0,0.0,172.708333
268,150_1,269,0.0,0.0,172.458333
269,150_1,270,0.0,0.0,172.208333
270,150_1,271,0.0,0.0,171.958333
271,150_1,272,0.0,0.0,171.708333
272,150_1,273,0.416666667,0.0,172.125
273,150_1,274,0.416666667,0.0,172.541667
274,150_1,275,0.416666667,0.0,172.958333
275,150_1,276,0.416666667,0.0,173.375
276,150_1,277,0.416666667,0.0,173.791667
277,150_1,278,0.416666667,0.0,174.208333
278,150_1,279,0.416666667,0.0,174.625
279,150_1,280,0.416666667,0.0,175.041667
280,150_1,281,0.416666667,0.0,175.458333
281,150_1,282,0.416666667,0.0,175.875
282,150_1,283,0.416666667,0.0,176.291667
283,150_1,284,0.416666667,0.0,176.708333
284,150_1,285,0.416666667,0.0,177.125
285,150_1,286,0.416666667,0.0,177.541667
286,150_1,287,0.416666667,0.0,177.958333
287,150_1,288,0.416666667,0.0,178.375
288,150_1,289,0.416666667,0.0,178.791667
289,150_1,290,0.416666667,0.0,179.208333
290,150_1,291,0.416666667,0.0,179.625
291,150_1,292,0.416666667,0.0,180.041667
292,150_1,293,0.416666667,0.0,180.458333
293,150_1,294,0.416666667,0.0,180.875
294,150_1,295,0.416666667,0.0,181.291667
295,150_1,296,0.416666667,0.0,181.708333
296,150_1,297,0.416666667,0.0,182.125
297,150_1,298,0.416666667,0.0,182.541667
298,150_1,299,0.416666667,0.0,182.958333
299,150_1,300,0.416666667,0.0,183.375
300,150_1,301,0.416666667,0.0,183.791667
301,150_1,302,0.416666667,0.0,184.208333
302,150_1,303,0.416666667,0.0,184.625
303,150_1,304,0.416666667,0.0,185.041667
304,150_1,305,0.416666667,0.0,185.458333
305,150_1,306,0.416666667,0.0,185.875
306,150_1,307,0.416666667,0.0,186.291667
307,150_1,308,0.416666667,0.0,186.708333
308,150_1,309,0.416666667,0.0,187.125
309,150_1,310,0.416666667,0.0,187.541667
310,150_1,311,0.416666667,0.0,187.958333
311,150_1,312,0.416666667,0.0,188.375
312,150_1,313,0.416666667,0.0,188.791667
313,150_1,314,0.416666667,0.0,189.208333
314,150_1,315,0.416666667,0.0,189.625
315,150_1,316,0.416666667,0.0,190.041667
316,150_1,317,0.416666667,0.0,190.458333
317,150_1,318,0.416666667,0.0,190.875
318,150_1,319,0.416666667,0.0,191.291667
319,150_1,320,0.416666667,0.0,191.708333
320,150_1,321,0.416666667,0.0,192.125
321,150_1,322,0.416666667,0.0,192.541667
322,150_1,323,0.416666667,0.0,192.958333
323,150_1,324,0.416666667,0.0,193.375
324,150_1,325,0.416666667,0.0,193.791667
325,150_1,326,0.416666667,0.0,194.208333
326,150_1,327,0.416666667,0.0,194.625
327,150_1,328,0.416666667,0.0,195.041667
328,150_1,329,0.416666667,0.0,195.458333
329,150_1,330,0.416666667,0.0,195.875
330,150_1,331,0.416666667,0.0,196.291667
331,150_1,332,0.416666667,0.0,196.708333
332,150_1,333,0.416666667,0.0,197.125
333,150_1,334,0.416666667,0.0,197.541667
334,150_1,335,0.416666667,0.0,197.958333
335,150_1,336,0.416666667,0.0,198.375
336,150_1,337,0.416666667,0.0,198.791667
337,150_1,338,0.416666667,0.0,199.208333
338,150_1,339,0.416666667,0.0,199.625
339,150_1,340,0.416666667,0.0,200.041667
340,150_1,341,0.0,0.0,199.791667
341,150_1,342,0.0,0.0,199.541667
342,150_1,343,0.0,0.0,199.291667
343,150_1,344,0.0,0.0,199.041667
344,150_1,345,0.0,0.0,198.791667
345,150_1,346,0.0,0.0,198.541667
346,150_1,347,0.0,0.0,198.291667
347,150_1,348,0.0,0.0,198.041667
348,150_1,349,0.0,0.0,197.791667
349,150_1,350,0.0,0.0,197.541667
350,150_1,351,0.0,0.0,197.291667
351,150_1,352,0.0,0.0,197.041667
352,150_1,353,0.0,0.0,196.791667
353,150_1,354,0.0,0.0,196.541667
354,150_1,355,0.0,0.0,196.291667
355,150_1,356,0.0,0.0,196.041667
356,150_1,357,0.0,0.0,195.791667
357,150_1,358,0.0,0.0,195.541667
358,150_1,359,0.0,0.0,195.291667
359,150_1,360,0.0,0.0,195.041667
360,150_1,361,0.0,0.0,194.791667
361,150_1,362,0.0,0.0,194.541667
362,150_1,363,0.0,0.0,194.291667
363,150_1,364,0.0,0.0,194.041667
364,150_1,365,0.0,0.0,193.791667
365,150_1,366,0.0,0.0,193.541667
366,150_1,367,0.0,0.0,193.291667
367,150_1,368,0.0,0.0,193.041667
368,150_1,369,0.0,0.0,192.791667
369,150_1,370,0.0,0.0,192.541667
370,150_1,371,0.0,0.0,192.291667
371,150_1,372,0.0,0.0,192.041667
372,150_1,373,0.0,0.0,191.791667
373,150_1,374,0.0,0.0,191.541667
374,150_1,375,0.0,0.0,191.291667
375,150_1,376,0.0,0.0,191.041667
376,150_1,377,0.0,0.0,190.791667
377,150_1,378,0.0,0.0,190.541667
378,150_1,379,0.0,0.0,190.291667
379,150_1,380,0.0,0.0,190.041667
380,150_1,381,0.0,0.0,189.791667
381,150_1,382,0.0,0.0,189.541667
382,150_1,383,0.0,0.0,189.291667
383,150_1,384,0.0,0.0,189.041667
384,150_1,385,0.0,0.0,188.791667
385,150_1,386,0.0,0.0,188.541667
386,150_1,387,0.0,0.0,188.291667
387,150_1,388,0.0,0.0,188.041667
388,150_1,389,0.0,0.0,187.791667
389,150_1,390,0.0,0.0,187.541667
390,150_1,391,0.416666667,0.0,187.958333
391,150_1,392,0.416666667,0.0,188.375
392,150_1,393,0.416666667,0.0,188.791667
393,150_1,394,0.416666667,0.0,189.208333
394,150_1,395,0.416666667,0.0,189.625
395,150_1,396,0.416666667,0.0,190.041667
396,150_1,397,0.0,0.416666667,189.625
397,150_1,398,0.0,0.416666667,189.208333
398,150_1,399,0.0,0.416666667,188.791667
399,150_1,400,0.0,0.416666667,188.375
400,150_1,401,0.0,0.416666667,187.958333
401,150_1,402,0.0,0.416666667,187.541667
402,150_1,403,0.0,0.416666667,187.125
403,150_1,404,0.0,0.416666667,186.708333
404,150_1,405,0.0,0.416666667,186.291667
405,150_1,406,0.0,0.416666667,185.875
406,150_1,407,0.0,0.416666667,185.458333
407,150_1,408,0.0,0.416666667,185.041667
408,150_1,409,0.0,0.416666667,184.625
409,150_1,410,0.0,0.416666667,184.208333
410,150_1,411,0.0,0.416666667,183.791667
411,150_1,412,0.0,0.416666667,183.375
412,150_1,413,0.0,0.416666667,182.958333
413,150_1,414,0.0,0.416666667,182.541667
414,150_1,415,0.0,0.416666667,182.125
415,150_1,416,0.0,0.416666667,181.708333
416,150_1,417,0.0,0.416666667,181.291667
417,150_1,418,0.0,0.416666667,180.875
418,150_1,419,0.0,0.416666667,180.458333
419,150_1,420,0.0,0.416666667,180.041667
420,150_1,421,0.0,0.416666667,179.625
421,150_1,422,0.0,0.416666667,179.208333
422,150_1,423,0.0,0.416666667,178.791667
423,150_1,424,0.0,0.416666667,178.375
424,150_1,425,0.0,0.416666667,177.958333
425,150_1,426,0.0,0.416666667,177.541667
426,150_1,427,0.0,0.416666667,177.125
427,150_1,428,0.0,0.416666667,176.708333
428,150_1,429,0.0,0.416666667,176.291667
429,150_1,430,0.0,0.416666667,175.875
430,150_1,431,0.0,0.416666667,175.458333
431,150_1,432,0.0,0.416666667,175.041667
432,150_1,433,0.416666667,0.0,175.458333
433,150_1,434,0.416666667,0.0,175.875
434,150_1,435,0.416666667,0.0,176.291667
435,150_1,436,0.416666667,0.0,176.708333
436,150_1,437,0.416666667,0.0,177.125
437,150_1,438,0.416666667,0.0,177.541667
438,150_1,439,0.416666667,0.0,177.958333
439,150_1,440,0.416666667,0.0,178.375
440,150_1,441,0.416666667,0.0,178.791667
441,150_1,442,0.416666667,0.0,179.208333
442,150_1,443,0.0,0.0,179.208333
443,150_1,444,0.0,0.0,179.208333
444,150_1,445,0.0,0.0,179.208333
445,150_1,446,0.0,0.0,179.208333
446,150_1,447,0.0,0.0,179.208333
447,150_1,448,0.0,0.0,179.208333
448,150_1,449,0.0,0.0,179.208333
449,150_1,450,0.0,0.0,179.208333
450,150_1,451,0.0,0.0,179.208333
451,150_1,452,0.0,0.0,179.208333
452,150_1,453,0.0,0.0,179.208333
453,150_1,454,0.0,0.0,179.208333
454,150_1,455,0.0,0.0,179.208333
455,150_1,456,0.0,0.0,179.208333
456,150_1,457,0.0,0.0,179.208333
457,150_1,458,0.0,0.0,179.208333
458,150_1,459,0.0,0.0,179.208333
459,150_1,460,0.0,0.0,179.208333
460,150_1,461,0.0,0.0,179.208333
461,150_1,462,0.0,0.0,179.208333
462,150_1,463,0.0,0.0,179.208333
463,150_1,464,0.0,0.0,179.208333
464,150_1,465,0.0,0.0,179.208333
465,150_1,466,0.0,0.0,179.208333
466,150_1,467,0.0,0.0,179.208333
467,150_1,468,0.0,0.0,179.208333
468,150_1,469,0.0,0.416666667,178.791667
469,150_1,470,0.0,0.416666667,178.375
470,150_1,471,0.0,0.416666667,177.958333
471,150_1,472,0.0,0.416666667,177.541667
472,150_1,473,0.0,0.416666667,177.125
473,150_1,474,0.0,0.416666667,176.708333
474,150_1,475,0.0,0.0,176.708333
475,150_1,476,0.0,0.416666667,176.291667
476,150_1,477,0.0,0.416666667,175.875
477,150_1,478,0.0,0.416666667,175.458333
478,150_1,479,0.0,0.0,175.458333
479,150_1,480,0.0,0.0,175.458333
480,150_1,481,0.0,0.0,175.458333
481,150_1,482,0.0,0.0,175.458333
482,150_1,483,0.0,0.0,175.458333
483,150_1,484,0.0,0.0,175.458333
484,150_1,485,0.0,0.0,175.458333
485,150_1,486,0.0,0.0,175.458333
486,150_1,487,0.0,0.0,175.458333
487,150_1,488,0.0,0.0,175.458333
488,150_1,489,0.0,0.0,175.458333
489,150_1,490,0.0,0.0,175.208333
490,150_1,491,0.0,0.0,174.958333
491,150_1,492,0.0,0.0,174.708333
492,150_1,493,0.0,0.0,174.458333
493,150_1,494,0.0,0.0,174.208333
494,150_1,495,0.0,0.0,173.958333
495,150_1,496,0.0,0.0,173.708333
496,150_1,497,0.0,0.0,173.458333
497,150_1,498,0.0,0.0,173.208333
498,150_1,499,0.0,0.0,172.958333
499,150_1,500,0.0,0.0,172.708333
500,150_1,501,0.0,0.0,172.458333
501,150_1,502,0.0,0.0,172.208333
502,150_1,503,0.0,0.0,171.958333
503,150_1,504,0.0,0.0,171.708333
504,150_1,505,0.0,0.0,171.458333
505,150_1,506,0.0,0.0,171.208333
506,150_1,507,0.0,0.0,170.958333
507,150_1,508,0.0,0.0,170.708333
508,150_1,509,0.0,0.0,170.458333
509,150_1,510,0.0,0.0,170.208333
510,150_1,511,0.0,0.0,169.958333
511,150_1,512,0.0,0.0,169.708333
512,150_1,513,0.0,0.0,169.458333
513,150_1,514,0.0,0.0,169.208333
514,150_1,515,0.416666667,0.0,169.625
515,150_1,516,0.416666667,0.0,170.041667
516,150_1,517,0.416666667,0.0,170.458333
517,150_1,518,0.416666667,0.0,170.875
518,150_1,519,0.416666667,0.0,171.291667
519,150_1,520,0.416666667,0.0,171.708333
520,150_1,521,0.416666667,0.0,172.125
521,150_1,522,0.416666667,0.0,172.541667
522,150_1,523,0.416666667,0.0,172.958333
523,150_1,524,0.416666667,0.0,173.375
524,150_1,525,0.416666667,0.0,173.791667
525,150_1,526,0.416666667,0.0,174.208333
526,150_1,527,0.416666667,0.0,174.625
527,150_1,528,0.416666667,0.0,175.041667
528,150_1,529,0.416666667,0.0,175.458333
529,150_1,530,0.416666667,0.0,175.875
530,150_1,531,0.416666667,0.0,176.291667
531,150_1,532,0.416666667,0.0,176.708333
532,150_1,533,0.416666667,0.0,177.125
533,150_1,534,0.416666667,0.0,177.541667
534,150_1,535,0.416666667,0.0,177.958333
535,150_1,536,0.0,0.0,177.708333
536,150_1,537,0.0,0.0,177.458333
537,150_1,538,0.0,0.0,177.208333
538,150_1,539,0.0,0.0,176.958333
539,150_1,540,0.0,0.0,176.708333
540,150_1,541,0.0,0.0,176.458333
541,150_1,542,0.0,0.0,176.208333
542,150_1,543,0.0,0.0,175.958333
543,150_1,544,0.0,0.0,175.708333
544,150_1,545,0.0,0.0,175.458333
545,150_1,546,0.0,0.0,175.208333
546,150_1,547,0.0,0.0,174.958333
547,150_1,548,0.0,0.0,174.708333
548,150_1,549,0.0,0.0,174.458333
549,150_1,550,0.0,0.0,174.208333
550,150_1,551,0.0,0.0,173.958333
551,150_1,552,0.0,0.0,173.708333
552,150_1,553,0.0,0.0,173.458333
553,150_1,554,0.0,0.0,173.208333
554,150_1,555,0.0,0.0,172.958333
555,150_1,556,0.0,0.0,172.708333
556,150_1,557,0.0,0.0,172.458333
557,150_1,558,0.0,0.0,172.208333
558,150_1,559,0.0,0.0,171.958333
559,150_1,560,0.0,0.0,171.708333
560,150_1,561,0.416666667,0.0,172.125
561,150_1,562,0.416666667,0.0,172.541667
562,150_1,563,0.416666667,0.0,172.958333
563,150_1,564,0.416666667,0.0,173.375
564,150_1,565,0.416666667,0.0,173.791667
565,150_1,566,0.416666667,0.0,174.208333
566,150_1,567,0.416666667,0.0,174.625
567,150_1,568,0.416666667,0.0,175.041667
568,150_1,569,0.416666667,0.0,175.458333
569,150_1,570,0.416666667,0.0,175.875
570,150_1,571,0.416666667,0.0,176.291667
571,150_1,572,0.416666667,0.0,176.708333
572,150_1,573,0.416666667,0.0,177.125
573,150_1,574,0.416666667,0.0,177.541667
574,150_1,575,0.416666667,0.0,177.958333
575,150_1,576,0.416666667,0.0,178.375
576,150_1,577,0.416666667,0.0,178.791667
577,150_1,578,0.416666667,0.0,179.208333
578,150_1,579,0.416666667,0.0,179.625
579,150_1,580,0.416666667,0.0,180.041667
580,150_1,581,0.416666667,0.0,180.458333
581,150_1,582,0.416666667,0.0,180.875
582,150_1,583,0.416666667,0.0,181.291667
583,150_1,584,0.416666667,0.0,181.708333
584,150_1,585,0.416666667,0.0,182.125
585,150_1,586,0.416666667,0.0,182.541667
586,150_1,587,0.416666667,0.0,182.958333
587,150_1,588,0.416666667,0.0,183.375
588,150_1,589,0.416666667,0.0,183.791667
589,150_1,590,0.416666667,0.0,184.208333
590,150_1,591,0.416666667,0.0,184.625
591,150_1,592,0.416666667,0.0,185.041667
592,150_1,593,0.416666667,0.0,185.458333
593,150_1,594,0.416666667,0.0,185.875
594,150_1,595,0.416666667,0.0,186.291667
595,150_1,596,0.416666667,0.0,186.708333
596,150_1,597,0.416666667,0.0,187.125
597,150_1,598,0.416666667,0.0,187.541667
598,150_1,599,0.416666667,0.0,187.958333
599,150_1,600,0.416666667,0.0,188.375
600,150_1,601,0.416666667,0.0,188.791667
601,150_1,602,0.416666667,0.0,189.208333
602,150_1,603,0.416666667,0.0,189.625
603,150_1,604,0.416666667,0.0,190.041667
604,150_1,605,0.416666667,0.0,190.458333
605,150_1,606,0.416666667,0.0,190.875
606,150_1,607,0.416666667,0.0,191.291667
607,150_1,608,0.416666667,0.0,191.708333
608,150_1,609,0.416666667,0.0,192.125
609,150_1,610,0.416666667,0.0,192.541667
610,150_1,611,0.416666667,0.0,192.958333
611,150_1,612,0.416666667,0.0,193.375
612,150_1,613,0.416666667,0.0,193.791667
613,150_1,614,0.416666667,0.0,194.208333
614,150_1,615,0.416666667,0.0,194.625
615,150_1,616,0.416666667,0.0,195.041667
616,150_1,617,0.416666667,0.0,195.458333
617,150_1,618,0.416666667,0.0,195.875
618,150_1,619,0.416666667,0.0,196.291667
619,150_1,620,0.416666667,0.0,196.708333
620,150_1,621,0.416666667,0.0,197.125
621,150_1,622,0.416666667,0.0,197.541667
622,150_1,623,0.416666667,0.0,197.958333
623,150_1,624,0.416666667,0.0,198.375
624,150_1,625,0.416666667,0.0,198.791667
625,150_1,626,0.416666667,0.0,199.208333
626,150_1,627,0.416666667,0.0,199.625
627,150_1,628,0.416666667,0.0,200.041667
628,150_1,629,0.0,0.0,199.791667
629,150_1,630,0.0,0.0,199.541667
630,150_1,631,0.0,0.0,199.291667
631,150_1,632,0.0,0.0,199.041667
632,150_1,633,0.0,0.0,198.791667
633,150_1,634,0.0,0.0,198.541667
634,150_1,635,0.0,0.0,198.291667
635,150_1,636,0.0,0.0,198.041667
636,150_1,637,0.0,0.0,197.791667
637,150_1,638,0.0,0.0,197.541667
638,150_1,639,0.0,0.0,197.291667
